CV Measurement
Barcode=33305010000619	DateCV=20151104	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Backplane 	StripAll
-5.0000000E+0	6.7280000E-10	0.0000000E+0	6.7280000E-10
-2.4750000E+1	2.8720000E-10	0.0000000E+0	2.8720000E-10
-4.4500000E+1	2.0670000E-10	0.0000000E+0	2.0670000E-10
-6.4250000E+1	1.6620000E-10	0.0000000E+0	1.6620000E-10
-8.4000000E+1	1.4330000E-10	0.0000000E+0	1.4330000E-10
-1.0375000E+2	1.3000000E-10	0.0000000E+0	1.3000000E-10
-1.2350000E+2	1.1950000E-10	0.0000000E+0	1.1950000E-10
-1.4325000E+2	1.1210000E-10	0.0000000E+0	1.1210000E-10
-1.6300000E+2	1.0600000E-10	0.0000000E+0	1.0600000E-10
-1.8275000E+2	1.0160000E-10	0.0000000E+0	1.0160000E-10
-2.0250000E+2	9.7700000E-11	0.0000000E+0	9.7700000E-11
-2.2225000E+2	9.4000000E-11	0.0000000E+0	9.4000000E-11
-2.4200000E+2	9.1000000E-11	0.0000000E+0	9.1000000E-11
-2.6175000E+2	8.8700000E-11	0.0000000E+0	8.8700000E-11
-2.8150000E+2	8.7600000E-11	0.0000000E+0	8.7600000E-11
-3.0125000E+2	8.7100000E-11	0.0000000E+0	8.7100000E-11
-3.2100000E+2	8.6800000E-11	0.0000000E+0	8.6800000E-11
-3.4075000E+2	8.6800000E-11	0.0000000E+0	8.6800000E-11
-3.6050000E+2	8.7000000E-11	0.0000000E+0	8.7000000E-11
-3.8025000E+2	8.7200000E-11	0.0000000E+0	8.7200000E-11
-4.0000000E+2	8.7100000E-11	0.0000000E+0	8.7100000E-11
